time_us,cs1238_raw
164,502418
456,502361
1999,502387
3539,502492
5079,502438
6623,501976
8160,502276
9704,502859
11243,502856
12787,502406
14326,502498
15867,502419
17404,502788
18957,502685
20493,502669
22038,502446
23573,502536
25117,502641
26654,502601
28195,502625
29734,502355
31279,502724
32812,503083
34360,502940
35898,502415
37442,502349
38987,502346
40523,502736
42060,502905
43609,503016
45144,503003
46687,503012
48227,503132
49772,503262
51308,503301
52856,503466
54390,503416
55934,503323
57474,503452
59023,503613
60554,503675
62101,503477
63637,503179
65185,502826
66718,502690
68269,502590
69800,502684
71348,502652
72883,502645
74430,502594
75970,502535
77514,502965
79055,502834
80592,502494
82132,502520
83680,502569
85215,502838
86758,502613
88296,502169
89839,502626
91377,503078
92921,503024
94459,502717
96009,502590
97545,502517
99088,502269
100627,502702
102175,502788
103710,502760
105254,502767
106791,502939
108336,503249
109877,503284
111420,503365
112964,503686
114499,503594
116046,503568
117583,503243
119117,502884
120666,503335
122202,503293
123749,503135
125290,503056
126826,503003
128368,502706
129907,502420
131448,502319
132995,502416
134533,502224
136079,502123
137612,502376
139164,502299
140693,502520
142238,502607
143770,502906
145323,502805
146860,502218
148403,502179
149939,502247
151487,502681
153025,502535
154571,502365
156103,502763
157649,502896
159188,502581
160730,502545
162271,503151
163812,502851
165352,502781
166893,502938
168434,502859
169985,502840
171515,503201
173064,503149
174598,503184
176146,503512
177685,503259
179227,502723
180763,502514
182307,502801
183845,503070
185393,502927
186924,502783
188472,502697
190020,502784
191556,502600
193097,502325
194636,502639
196173,502656
197721,502488
199257,502184
200803,502230
202336,502072
203880,502093
205419,502096
206966,501935
208503,501983
210054,502103
211588,502289
213130,502486
214668,502404
216213,502503
217752,502649
219291,502377
220828,502249
222377,502138
223915,502475
225455,502847
227001,502697
228541,502658
230074,502973
231621,503099
233161,502813
234703,502808
236241,502632
237781,502552
239324,502531
240868,502951
242405,502838
243956,502656
245486,502675
247040,502981
248571,502972
250112,503054
251651,502848
253195,502697
254734,502411
256278,501916
257817,502333
259357,502634
260897,502508
262445,502146
263996,502175
265523,502845
267061,502933
268617,502752
270147,502909
271690,502923
273230,503022
274769,503215
276307,503229
277853,503456
279395,503376
280939,503193
282476,503175
284023,503194
285559,503024
287106,503014
288637,502535
290186,502610
291719,502628
293271,502569
294800,502720
296346,502953
297886,502907
299434,502818
300976,502854
302512,502718
304058,502812
305594,502980
307136,503145
308679,503375
310218,503237
311763,502968
313299,503056
314841,502957
316384,502616
317925,502975
319462,503230
321013,503112
322545,502915
324097,502622
325627,502498
327173,502661
328717,502564
330247,502714
331796,502428
333339,502407
334877,502690
336423,502615
337968,502658
339503,502623
341044,502472
342588,502161
344123,502366
345670,502750
347206,503159
348755,502801
350288,502822
351832,502900
353373,502844
354914,502872
356453,503048
358001,503264
359533,503560
361083,503713
362614,503359
364160,503135
365704,503266
367244,503068
368781,503114
370326,503076
371861,503198
373405,503213
374945,502558
376493,502235
378036,502304
379577,502222
381110,502442
382653,502545
384195,502103
385740,502189
387279,502179
388818,502494
390357,502663
391901,502465
393443,502168
394990,502427
396518,502377
398071,502187
399603,502374
401149,502471
402688,502106
404232,502263
405774,502086
407314,502006
408853,502201
410404,502396
411933,502280
413479,502245
415030,502154
416560,502418
