time_us,cs1238_raw
175,366769
367,367059
1900,367067
3444,367089
4989,367420
6531,367339
8074,367452
9612,367682
11150,367205
12698,367084
14231,367250
15777,367940
17318,367578
18861,367177
20395,367236
21940,367491
23477,367317
25032,367261
26563,367299
28113,367082
29646,367216
31191,367144
32727,367027
34273,367055
35811,367317
37352,367276
38892,367008
40439,367015
41980,367016
43521,366863
45064,366782
46605,367136
48140,367047
49684,367296
51223,367059
52764,367158
54306,367388
55845,367276
57388,366943
58927,366907
60471,367239
62013,366980
63550,367125
65101,367148
66633,367367
68177,367484
69725,367284
71264,367307
72801,367388
74344,367290
75881,367391
77423,367935
78962,367910
80511,367260
82051,367056
83589,367242
85134,367379
86670,367429
88209,367123
89754,366919
91298,366889
92838,366931
94376,366933
95917,366904
97462,366693
99005,366357
100543,366408
102089,366852
103627,366912
105168,366885
106700,366908
108250,366832
109789,366946
111334,366946
112865,367204
114417,367374
115949,367308
117500,367187
119040,367413
120582,367765
122123,367740
123664,367268
125200,367567
126746,367450
128284,367242
129827,367364
131362,367371
132905,367465
134447,367545
135993,367518
137533,367612
139080,367937
140611,367984
142155,367658
143694,367622
145242,367755
146780,367208
148322,366988
149857,367055
151404,366753
152940,366520
154490,366521
156034,366636
157575,366942
159111,367281
160655,367217
162191,367126
163730,367009
165271,367023
166816,366878
168363,367046
169897,367059
171434,367352
172979,367612
174521,367225
176066,367131
177605,367468
179147,367901
180684,367505
182226,367138
183768,367350
185310,367430
186850,367709
188397,367572
189929,367625
191475,367743
193016,367651
194564,367585
196104,367832
197643,367955
199179,367528
200727,367202
202260,367069
203805,367372
205346,367728
206886,367451
208429,367336
209969,367465
211513,367305
213056,367089
214591,366894
216139,366785
217681,366697
219219,366767
220759,367207
222301,367232
223840,367495
225382,367604
226923,367177
228467,367258
230004,367564
231550,367357
233093,367155
234634,367393
236174,367635
237717,367376
239252,367267
240798,367625
242334,367567
243879,367372
245418,367355
246962,367458
248505,367120
250049,366829
251582,367012
253132,367249
254665,367163
256213,367458
257747,367117
259299,366981
260830,367303
262374,367118
263913,367150
265459,366987
266992,366920
268542,367112
270087,367023
271625,367039
273160,367184
274702,367059
276242,367003
277787,366852
279325,366901
280867,367005
282405,367127
283949,366900
285489,367116
287038,367008
288573,367352
290120,367410
291655,367354
293197,367330
294741,367690
296287,367368
297820,366944
299367,367241
300904,367172
302449,367192
303989,367239
305537,367183
307074,367247
308613,366992
310150,367299
311696,367587
