time_us,cs1238_raw
161,411973
1303,411898
2847,411835
4388,412004
5918,411878
7458,411758
9013,411629
10553,412112
12094,412289
13635,412175
15175,411738
16725,411963
18255,411873
19807,411957
21338,411817
22883,411846
24428,411733
25969,411778
27510,412052
29052,412062
30587,411898
32139,411910
33669,412138
35217,412489
36757,412430
38294,412441
39835,412135
41383,412096
42915,411995
44467,411741
45999,411668
47549,412183
49080,412445
50630,412230
52166,412184
53706,411759
55245,411571
56793,411505
58331,411732
59872,411983
61417,411682
62954,411412
64494,411659
66041,411696
67579,411966
69125,411759
70660,411702
72205,412113
73742,412310
75286,412283
76824,412403
78379,412402
79907,412559
81459,412386
82991,412303
84535,412260
86070,412225
87617,412491
89153,412271
90700,411964
92236,411828
93780,411705
95316,411902
96862,412205
98406,412200
99947,412156
101488,412148
103030,412384
104567,412585
106109,412849
107649,412624
109191,412042
110728,412155
112274,412254
113814,412503
115362,412570
116897,412224
118449,411946
119976,411721
121522,411819
123071,412042
124606,411833
126139,411703
127686,411661
129224,411789
130770,412318
132301,412345
133853,411996
135398,411925
136935,412017
138472,412141
140015,412111
141554,412175
143096,412010
144640,411960
146180,412330
147719,412263
149262,412223
150805,412407
152351,412263
153881,412310
155431,412460
156967,412466
158513,412073
160049,412163
161594,412320
163133,411928
164678,411987
166216,412105
167761,412160
169293,412256
170844,412187
172383,412369
173925,412315
175469,412202
177012,412080
178547,412128
180088,412361
181628,411950
183170,411708
184708,412098
186258,412078
187794,412159
189335,412046
190873,411870
192428,412027
193957,412138
195502,412123
197037,411946
198583,411737
200122,411845
201669,411503
203207,412040
204758,412414
206285,412264
207833,412213
209373,412095
210919,411923
212460,412057
214002,411960
215532,411993
217091,412294
218616,412165
220159,411849
221700,411850
223241,412015
224784,412099
226325,412171
227866,411737
229415,411642
230952,412253
232492,412280
234035,411822
235579,411773
237113,411870
238657,411687
240197,411857
241739,412047
243279,411633
244826,411887
246368,411742
247906,411556
249452,411863
250989,411728
252525,411607
254070,411662
255607,411712
257151,411814
258691,411595
260233,411880
261774,412089
263318,412333
264855,411964
266404,412030
267943,412349
269479,412166
271019,411895
272568,411909
274105,411901
275652,411760
277185,411889
278728,412042
280266,412064
281811,411853
283353,411743
284900,412101
286436,412023
287977,412217
289514,412181
291066,412063
292600,411996
294142,412091
295682,412317
297226,412156
298764,412285
300306,412521
301853,412484
303398,412290
304930,411887
306476,412094
308014,412351
309560,411942
311097,411709
312640,411749
314176,411961
315726,412205
317258,412266
318804,412208
320348,412147
321884,412412
323431,412456
324974,412423
326507,412072
328050,412123
329591,411871
331137,412164
332673,412448
334213,412495
335757,412512
337298,411915
338837,411785
340388,411738
341919,411581
343473,411820
345005,411544
346551,411572
348082,412020
349628,411769
351175,411799
352716,412115
354248,412225
355795,412363
357331,412118
358878,412254
360427,412767
361961,412729
363501,412618
365042,412539
366580,412183
368126,411775
369664,412081
371207,412359
372743,412701
374292,412858
375830,412674
377378,412301
378911,412031
380461,412497
381997,412897
383538,412845
385077,412667
386618,412564
388157,412170
389702,412318
391238,412436
392786,412620
394325,412360
395871,411968
397415,411630
398956,411316
400490,411815
402030,411855
403571,411407
405117,411472
406653,411607
408201,411762
409734,411580
411281,411763
412819,411843
414365,411529
415900,411534
417455,411310
418983,411187
420534,411340
422069,411674
423615,411579
425147,411436
426693,411101
428233,411308
429780,411690
431315,412105
432856,412137
434405,412377
435944,412800
437478,412385
439022,412345
440560,412622
442107,412800
443643,412462
445188,412141
446727,412313
448270,412582
449807,412292
451352,412006
452891,411976
454441,412127
455977,412044
457519,411544
459052,411692
460596,411799
462137,412236
463678,412800
465217,412682
466763,412398
468299,412210
469845,412312
471391,412618
472930,412015
474469,411811
476018,412192
477548,411936
479096,411264
480637,411288
482184,411191
483719,411306
485259,411812
486795,411968
488340,412188
489884,411904
491432,412258
492967,412494
494503,412345
496046,412461
497589,412375
499127,412150
500671,412361
502211,412571
503758,412978
505292,412854
506843,412624
508381,412918
509924,412812
511463,412722
513007,412833
514543,412950
516084,413009
517623,412606
519170,412583
520704,412819
522252,412987
523790,412898
525332,412437
526869,412421
528419,412449
529957,412189
531500,411770
533039,411533
534582,411800
536117,411931
537663,412038
539200,411989
540748,411937
