time_us,cs1238_raw
158,290529
1357,290382
2899,291038
4438,291076
5976,290641
7520,290640
9069,290947
10605,290685
12145,290704
13692,290588
15228,290854
16777,291168
18312,291353
19852,291177
21389,290704
22938,290826
24471,290775
26020,290509
27558,290838
29102,290566
30641,290465
32185,290484
33718,290447
35264,290115
36810,290530
38350,290830
39888,290710
41433,290372
42973,290355
44515,290631
46059,290946
47597,290557
49138,290599
50678,291152
52224,291336
53767,291149
55307,291023
56847,290777
58382,290680
59927,290644
61471,290518
63013,290713
64547,290702
66093,290436
67628,290558
69176,290755
70711,290750
72259,290666
73803,290321
75343,290368
76876,290311
78429,290466
79965,290859
81509,291065
83052,290868
84585,290993
86133,291249
87669,291268
89209,291527
90758,291093
92292,290824
93847,290989
95372,291086
96925,290984
98458,290900
100004,290980
101539,290757
103085,290706
104623,290404
106170,290082
107702,290297
109249,290755
110789,290552
112329,290145
113870,289959
115413,290081
116948,290518
118497,290596
120032,290344
121579,290491
123121,290464
124659,290540
126197,290481
127746,290619
129282,290640
130828,290585
132368,291025
133910,291509
135446,291371
136997,290995
138528,291200
140072,291606
141612,291570
143156,291170
144693,290897
146241,290572
147783,290944
149322,291037
150861,290715
152402,290306
153947,290148
155488,290433
157028,290548
158568,290484
160107,290256
161650,290050
163190,290175
164742,290391
166276,290559
167822,290572
169355,290908
170897,290848
172437,290503
173980,290574
175519,290660
177063,290594
178597,290721
180150,291160
181680,290682
183230,290645
184773,291108
186314,291189
187850,291124
189392,290703
190929,290875
192477,291243
194012,290745
195557,290975
197101,290940
198644,290945
200183,291077
201720,290825
203256,290377
204811,290529
206345,290743
207887,291346
209423,291299
210974,291022
212513,291048
214056,290782
215590,290430
217133,290226
218670,290496
220218,290754
221760,290836
223300,290825
224842,290673
226384,290540
227926,290522
229464,290264
231004,290269
232546,290131
234086,290147
235634,290394
237169,290388
238712,290944
240248,291247
241803,291299
243338,291073
244881,291002
246415,290997
247970,291088
249500,291129
251048,291092
252580,291353
254125,291401
255666,290935
257210,290412
258750,290729
260291,290717
261833,290768
263376,290677
264910,290785
266455,291011
268000,291179
269539,291340
271080,290922
272623,290681
274158,290687
275701,290791
277244,290843
278793,290761
280327,290397
281868,290444
283407,290826
284952,290394
286489,290362
288033,290388
289571,290348
291119,290436
292652,290712
294202,290833
295741,290785
297278,291012
298823,291216
300364,291011
301902,290943
303446,290902
304983,290924
306531,290776
308071,290645
309610,290709
311147,290709
312699,290854
314232,291101
315781,291271
317312,290920
318860,291064
