time_us,cs1238_raw
168,272274
649,272023
2183,272156
3736,272169
5271,272101
6822,272410
8350,272610
9897,272739
11432,273236
12977,273782
14515,273941
16060,274077
17599,274086
19143,274058
20675,273895
22221,273877
23766,273859
25306,273435
26845,273495
28393,273308
29927,273220
31469,272955
33007,272798
34549,272824
36089,272699
37636,272079
39176,272349
40712,272738
42258,272609
43804,272811
45336,273078
46882,273451
48422,274064
49961,274101
51504,274035
53049,273980
54579,274091
56124,273718
57662,273830
59210,273418
60756,273151
62293,272671
63826,272335
65374,272191
66918,272095
68456,271705
69998,271625
71533,272029
73076,272310
74619,272900
76153,274013
77698,274339
79235,274636
80784,275046
82320,274738
83877,274915
85400,274556
86947,274565
88486,274310
90033,273600
91570,273260
93119,272494
94647,272132
96192,272244
97741,272010
99275,271624
100819,271562
102355,271841
103897,272078
105439,271955
106979,272029
108519,272470
110058,272715
111606,273133
113139,273649
114689,274261
116221,274333
117769,274067
119305,274140
120849,274406
122387,274284
123931,274248
125468,274261
127012,273794
128547,273480
130099,273318
131632,273230
133176,272822
134720,272087
136263,272211
137801,272501
139347,272468
140881,272475
142426,272571
143962,273047
145507,273576
147042,273874
148588,274097
150129,274141
151667,273869
153205,274076
154758,273825
156288,273743
157834,273200
159374,272944
160922,272924
162452,272516
163997,271968
165536,271723
167082,271712
168620,272118
170161,272206
171699,272069
173241,272300
174783,272851
176326,273186
177864,273594
179410,273654
180947,273609
182491,274010
184027,274109
185572,273979
187117,274123
188652,274210
190192,273943
191738,274189
193273,274120
194823,273827
196356,273519
197903,273223
199437,273596
200985,273662
202520,273633
204064,273631
205598,273881
207150,273662
208682,273180
210228,273122
211771,273080
213315,273222
214848,273670
216394,273451
217930,272873
219478,272955
221010,272636
222558,272908
224092,273093
225635,272714
227176,272399
228724,272294
230253,272150
231806,272141
233338,272469
234881,272614
236421,272702
237966,272928
239503,272846
241051,272762
242588,273077
244134,273661
245668,274104
247209,274016
248758,274149
250293,274387
251833,274470
253376,274412
254911,274124
256458,274223
257995,274364
259538,273287
261079,272794
262617,273409
264157,273281
265704,273200
267243,272803
268790,272276
270323,272555
271866,272713
273407,272692
274949,272656
276494,272608
278031,272577
279567,272811
281112,272700
282647,272452
284196,272863
285737,273032
287276,273288
288820,273347
290359,273329
291903,273580
293447,273837
294978,274272
296526,274192
298060,273784
299603,273610
301145,273544
302685,273610
304225,273417
305778,273128
307306,273265
308853,273437
310392,272970
311936,272887
313470,273131
315015,272994
316551,272992
318096,272958
319632,273041
321179,273392
322724,273426
324264,272738
325807,272626
327342,272675
328880,272476
330424,272269
331961,273007
333512,273678
335043,273638
336586,273912
338128,274121
339666,274349
341202,274453
342754,274371
344289,274366
345837,274446
347369,274450
348911,273917
350455,273144
351996,272789
353531,272595
355085,272510
356613,272220
358160,271757
359701,271454
361241,271449
362782,271522
364328,272050
365859,271991
367403,271918
368941,272211
370488,272055
372026,272463
373569,272516
375108,272532
376651,272976
378191,273270
379736,273457
381269,274073
382819,274899
384356,275166
385896,275074
387436,275137
388980,275197
390516,275070
392061,275229
393597,274599
395147,274438
396683,274582
398225,274269
399767,273865
401308,273673
402846,273069
404390,272473
405933,272139
407483,271515
409012,271114
410557,270870
412091,270653
413636,270891
415174,270689
416723,270706
418253,270790
419805,271276
421336,271311
422887,271305
424422,271906
425968,272403
427501,273263
429044,274583
430581,275338
432127,275675
433667,276340
435211,276685
436750,276592
438296,276697
439832,276309
441375,275827
442911,275241
444458,274210
445995,273308
447535,272530
449081,271936
450615,271601
452162,271074
453702,270600
455243,270507
456793,270370
458321,270770
459871,271016
461400,271342
462949,271801
464485,272166
466033,272390
467569,271952
469113,272028
470650,272250
472194,272010
473732,272347
475275,272781
476819,273218
478361,273609
479896,273823
481438,274804
482976,275439
484519,275496
486056,275925
487603,276340
489142,276147
490687,276004
492227,275783
493773,275325
495306,274919
496851,274240
498390,273673
499935,273158
501471,272240
503014,271797
504552,271611
506098,270859
507641,270230
509179,270431
510726,270582
512261,270145
513805,269938
515345,270261
516884,270226
518423,270437
519968,270923
521506,271328
523047,271535
524584,272211
526126,273677
527670,275025
529210,276222
530756,277057
532290,277658
533835,278150
535369,278390
536916,277972
538457,277854
540001,277514
541532,276584
543081,275579
544620,274414
546160,273421
547703,271670
549246,270793
550790,269852
552327,269148
553866,269521
555412,269655
556946,269765
558494,270054
560034,270825
561576,271689
563110,271783
564658,272066
566198,272256
567742,271938
569278,272208
570826,271850
572358,272301
573904,273234
575440,273408
576988,273701
578526,273970
580067,274611
581605,275328
583149,275507
584686,275653
586228,276071
587775,276353
589315,276129
590851,275882
592395,275846
593933,275264
595482,274917
597019,274269
598555,273081
600096,271892
601640,271687
603174,271628
604728,271253
606259,270599
607811,270090
609343,269734
610888,269874
612431,269858
613964,270059
615506,270220
617051,270106
618592,270516
620138,271206
621673,271884
623215,272838
624758,274060
626299,275115
627836,276101
629379,277207
630915,277636
632459,278396
633999,278576
635545,278427
637082,278022
638625,277411
640167,276385
641711,274988
643245,273612
644797,272378
646328,271124
647874,269938
649412,269102
650951,269104
652489,269051
654031,269237
655567,269420
657116,269929
658650,270476
660199,270931
661737,271582
663283,272112
664822,272451
666360,272612
667903,273022
669442,273322
670979,274047
672524,274064
674062,273946
675613,274272
677148,274499
678693,274785
680228,275129
681776,275955
683310,275823
684855,275911
686393,275925
687938,275724
689472,275210
691019,274770
692555,274623
694096,273927
695638,273247
697184,272800
698726,272191
700269,271916
701810,271691
703349,271040
704888,270882
706427,270825
707971,270413
709509,269939
711051,269783
712592,270281
714131,271108
715674,271175
717217,271777
718761,272648
720295,273114
721844,273410
723382,274049
724930,274569
726461,274900
728012,275894
729542,276212
731087,276094
732625,275984
734168,276077
735702,276058
737248,275835
738795,275143
740337,274313
741870,273522
743415,273162
744953,272499
746496,271898
748032,271900
749581,271654
751115,271561
752662,270991
754200,271162
755754,271795
757286,271946
