time_us,cs1238_raw
162,350530
1533,350287
3078,350124
4615,350304
6157,350317
7700,350468
9244,350537
10780,350497
12326,350488
13872,350186
15410,350235
16946,350554
18492,350641
20028,350463
21573,349958
23110,349611
24654,350063
26195,350562
27746,350253
29272,350032
30824,350289
32359,350927
33901,350797
35438,350155
36982,350415
38515,350690
40062,350434
41604,350428
43146,350391
44688,350248
46231,350029
47769,350214
49310,350528
50854,350332
52392,350307
53929,349832
55476,349171
57014,349326
58558,349991
60092,350163
61638,349944
63178,349930
64721,350239
66257,350425
67799,350541
69338,350681
70891,350567
72419,350616
73972,350536
75505,350589
77050,350763
78590,350296
80131,350391
81665,350791
83211,350465
84743,350067
86296,349900
87836,349845
89371,349912
90917,350146
92453,349935
93994,349763
95535,350089
97074,349990
98616,349951
100154,349879
101699,350191
103244,350329
104780,350014
106321,350403
107873,350548
109405,349750
110949,350012
112488,350557
114029,350603
115570,350347
117112,349995
118650,349723
120193,350134
121728,350612
123278,350255
124821,350139
126360,350211
127902,350088
129438,350262
130976,350324
132520,350664
134057,350504
135606,350213
137144,350364
138686,350669
140223,350626
141766,350942
143305,350898
144851,350503
146387,350320
147931,350164
149472,350242
151020,350132
152553,350050
154095,350560
155630,350052
157177,349414
158710,349950
160261,349899
161800,349988
163345,350601
164885,350591
166422,350504
167959,350808
169503,350935
171038,350825
172588,350648
174123,350509
175665,350391
177207,351188
178748,351224
180289,350755
181838,350587
183369,350407
184922,350420
186453,350089
187998,350446
189539,350722
191081,350394
192613,349599
194158,349980
195693,350329
197246,350369
198777,350308
200322,350223
201868,350243
203406,350441
204942,350347
206489,350371
208024,350420
209572,350052
211107,350270
212646,350431
214187,350194
215730,349683
217270,349974
218820,350083
220347,350406
221899,350377
223438,350338
224977,350179
226515,350758
228061,350757
229595,350516
231141,350448
232678,350228
234223,350289
235761,350308
237303,350515
238848,350757
240387,350439
241925,350360
243469,350289
245009,350468
246552,350590
248092,350679
249629,350388
251175,349917
252712,349930
254251,350333
255795,350128
257333,349981
258889,350003
260417,350303
261963,350229
263503,350367
265044,350330
266579,350341
268122,350456
269658,350193
271207,350102
272742,350002
274288,350069
275829,350255
277369,350182
278911,350662
280452,350241
281988,350335
283533,350328
285074,350326
286617,350241
288156,349982
289698,350326
291241,350296
292781,350176
294319,350313
295868,350309
297410,350492
298944,350310
300487,350263
302029,350346
303567,350485
305111,350045
306646,349919
308188,350186
309735,350458
311270,350754
312807,350683
314355,350362
315896,350228
317441,350567
318976,350253
320517,350095
322055,350043
323600,350405
325137,350486
326680,350327
328218,350385
329762,350476
331303,350635
332851,350364
334383,349990
335927,350234
337466,350133
339007,350083
340546,350148
342090,350145
343626,350237
345177,350443
346708,350307
348254,350222
349790,350262
351335,350220
352877,350348
354417,350461
355957,350182
357502,350622
359034,350665
360587,350626
362119,350827
363663,350713
365201,350480
366749,350627
368283,350690
369832,350573
371365,350468
372911,350513
374452,350475
375990,350296
377536,349997
379073,349865
380613,349891
382157,349916
383689,349960
385239,350067
386778,349742
388320,349819
389866,350157
391407,350085
392939,350316
394484,350471
396031,350392
397570,350575
399103,350660
400646,350377
