time_us,cs1238_raw
166,299186
1474,299259
3014,299639
4552,299783
6099,299791
7640,299409
9177,299052
10722,299285
12263,299194
13802,299353
15348,299411
16883,299705
18422,300119
19966,299697
21505,299434
23043,299237
24587,299172
26130,299114
27679,299238
29209,299045
30757,299057
32291,298948
33833,299079
35370,299098
36918,298919
38455,299269
39996,299127
41536,299090
43083,299492
44620,299465
46162,299121
47703,299029
49245,298926
50783,299151
52329,299837
53865,299936
55405,299454
56944,299441
58488,299402
60030,299522
61579,299599
63112,299012
64661,298845
66192,299026
67740,299145
69273,299173
70818,298762
72358,298896
73903,299463
75438,299717
76985,299739
78517,299450
80065,299240
81599,299403
83146,299220
84689,299413
86225,299750
87768,299505
89317,299332
90852,299196
92391,299200
93935,298967
95474,299070
97019,299479
98556,299465
100100,299153
101645,298871
103178,299113
104731,299357
106257,298808
107804,298698
109340,299337
110889,299405
112424,299597
113968,299417
115503,299017
117050,299457
118590,299787
120132,299645
121684,299729
123214,299588
124756,299284
126301,299206
127836,299274
129379,299335
130918,299547
132463,299462
134003,299133
135545,299029
137087,299283
138639,299422
140160,299045
141711,298921
143244,299159
144788,299143
146330,299534
147870,299497
149406,299172
150955,299029
152491,299079
154037,298895
155579,298921
157117,299316
158660,299016
160203,298959
161739,299266
163280,299322
164821,299307
166366,299575
167900,299766
169443,299605
170983,299651
172525,299508
174074,299749
175607,299738
177150,299881
178695,299742
180232,299326
181774,299481
183312,299144
184858,299385
186391,299629
187939,299024
189472,298810
191025,299014
192553,298493
194106,298749
195643,298963
197184,298725
198726,298476
200267,298954
201801,299447
203348,299508
204886,298970
206432,299013
207970,299128
209511,299039
211046,299469
212591,299389
214135,299673
215683,299509
217216,299686
218759,299646
220298,299530
221842,299446
223377,299426
224922,298844
226458,298785
228004,299170
229536,299266
231087,299110
232624,299016
234167,299259
235711,299643
237247,299592
238784,299585
240330,299723
241872,299590
243415,299549
244946,299560
246493,299537
248032,299711
249573,299475
251114,298703
252665,298992
254196,299143
255744,299137
257280,299166
258827,299083
260364,299202
261905,298849
263443,298783
264989,299121
266525,298765
268067,298495
269606,298957
271150,299163
272697,299395
274230,299190
275773,299329
277315,299668
278853,299502
280396,299385
281935,299509
283477,299289
285011,299178
286560,299652
288096,299826
289645,299385
291177,299261
292728,299421
294259,299376
295806,299082
297343,299424
298883,299282
300420,299101
301972,299096
303498,299048
305052,298882
306586,299304
308134,299657
309673,299308
311212,299062
312749,299105
314290,299150
315831,299141
317376,299515
318911,299269
320457,299260
321999,299021
323543,299037
325083,299165
326620,298956
328156,299061
329707,298927
331239,298728
332784,299119
334323,299287
335862,299353
337402,299523
338947,299369
340483,299277
342029,299331
343570,299295
345112,299076
346653,299210
348194,299071
349735,299547
351277,299961
352812,299614
354360,299412
355896,299633
357435,299600
358979,299708
360521,299307
362063,299254
363603,299420
365140,299538
366686,299395
368221,299145
369765,299114
371301,299047
372848,298911
374385,299128
375933,298995
377465,298899
379013,299063
380551,299365
382094,299102
383637,298928
385173,299062
386721,299086
388259,299162
389797,298922
