time_us,cs1238_raw
166,400381
1460,400748
3000,401226
4544,401405
6082,401277
7627,400920
9165,401112
10708,401085
12248,400968
13784,401090
15332,401161
16881,400971
18414,400652
19962,400414
21491,400249
23042,400265
24582,400437
26124,400342
27661,400318
29206,400412
30745,400331
32283,400080
33823,400333
35365,400493
36909,400680
38452,400504
39984,400766
41533,401281
43073,401273
44615,401047
46153,401219
47691,401207
49236,401321
50777,401187
52316,401230
53871,400661
55403,400834
56952,400581
58480,400507
60023,400682
61563,400789
63107,400824
64651,400421
66190,400164
67728,400511
69272,400332
70808,400243
72352,400730
73904,400833
75435,400795
76975,400764
78517,400774
80055,400884
81606,400806
83135,401011
84681,401095
86220,400920
87761,400677
89303,400773
90844,400463
92383,400278
93934,400704
95469,400883
97007,400515
98549,400266
100096,400231
101639,400336
103178,400721
104713,400977
106258,400906
107792,401088
109340,401199
110883,401317
112424,401288
113964,401371
115511,401370
117044,401536
118587,401839
120131,401299
121666,400959
123206,400731
124751,400230
126293,400392
127830,400405
129373,400264
130918,400143
132453,400435
133998,400173
135541,400348
137081,400572
138615,400543
140161,400923
141700,401058
143246,400786
144778,400995
146326,401058
147872,401168
149408,400764
150948,400659
152489,400850
154029,400815
155572,400661
157113,400727
158655,400704
160192,400678
161735,400580
163274,400454
164815,400637
166358,400730
167905,400610
169436,400918
170981,400908
172518,400524
174066,400661
175604,400757
177141,401079
178682,401280
180225,401570
181767,401761
183308,401513
184847,401294
186385,401028
187936,400743
189471,400585
191012,400397
192553,400848
194097,401101
195635,400579
197174,400188
198720,400209
200257,400384
201802,400570
203336,400143
204888,400192
206422,400302
207971,400535
209506,400544
211052,400530
212587,400805
214137,400762
215669,400925
217216,400890
218752,400814
220306,400646
221832,400650
223378,400890
224924,400945
226463,401125
228000,401039
229544,400930
231081,401258
232632,401242
234168,401131
235705,401135
237246,401106
238789,400994
240333,401232
241878,401189
243412,400948
244960,400802
246492,400382
248039,400714
249578,400781
251122,400467
252658,400263
254204,400299
255736,400182
257285,400468
258824,400512
260365,400600
261908,401144
263450,401171
264985,400878
266538,400731
268069,400889
269614,400958
271150,400545
272703,400349
274233,400822
275778,400789
277316,400783
278870,400498
280398,400271
281956,400382
283479,400773
285027,400422
286562,400541
288107,400662
289642,400814
291195,400646
292728,400916
294270,401161
295811,401087
297353,401204
298899,401353
300437,401103
301972,400907
303517,401161
305061,401127
306600,401138
308136,400960
309679,400698
311220,400503
312762,400675
314301,400998
315850,400653
317383,400221
318933,400825
320465,400596
322010,400249
323549,400258
325092,400586
326632,400703
328174,400722
329711,400810
331259,400666
332794,400413
334338,401133
335882,400932
337421,400488
338966,400871
340506,400426
342040,400608
343590,400621
345125,400759
346668,400477
348205,400153
349752,400307
351294,400543
352829,400679
354370,401096
355917,400975
357451,400882
358995,401356
360535,401479
362077,401381
363617,401578
365159,401602
366702,401185
368243,401140
369784,401554
371330,401333
372871,401045
374406,401290
375952,401148
377488,400503
379029,399990
380575,400131
382112,400216
383656,400379
385196,399883
386733,400002
388274,400380
389822,400122
391357,400207
392904,400598
394439,400381
395981,400594
397520,400739
399069,400699
400614,400407
402152,400603
403686,400852
405236,400703
406770,400771
408314,400819
409848,400671
411397,400583
412940,400357
414479,400422
416018,400424
417565,400209
419100,400620
420644,400503
422180,400743
423727,401233
425268,401378
426807,401594
428342,401492
429900,401547
431431,401156
432982,401211
434509,401190
436059,400952
437595,400937
439138,400962
440677,400759
442218,400835
443760,400997
445302,400531
446835,400417
448383,400108
449925,399851
451464,400018
453007,399624
454551,400041
456084,400310
457636,400266
459166,400209
460713,400220
462250,400385
463799,400610
465338,400935
466883,401026
468419,400679
469963,400660
471498,401194
473045,401065
474577,400768
476126,400975
477664,401298
479204,401412
480745,400934
482291,400843
483831,401370
485371,401154
486914,400792
488456,400888
489988,400969
491541,400906
493074,400803
494613,401317
496155,401226
497698,401065
499235,401050
500780,400787
502319,400426
503860,400352
505403,400286
506957,400251
508484,400293
510027,400517
511567,400319
513111,400053
514649,400197
516193,400369
517732,400504
519277,400405
520816,400223
522358,400694
523905,400889
525441,400946
526977,400851
528525,401127
530060,400981
531609,400984
533145,401181
534689,400995
536222,401065
537772,400940
539308,400857
540857,400767
542392,400650
543941,400803
545472,400839
547023,401327
548556,401250
550098,400576
551639,400515
553184,400568
554719,400586
556269,400403
557804,400931
559349,400905
560894,400809
562429,400416
563974,400465
565513,400426
567048,400409
568592,400467
570130,400134
571677,400111
573214,400247
574758,400228
576302,400186
577841,400305
579381,400871
580927,400705
582460,400621
584009,400684
585543,401014
587095,400793
588629,400918
590166,401083
591706,401361
593256,401246
594788,401052
596335,400754
597877,400672
599417,401013
600963,401438
602502,401023
604035,400573
605579,400533
607119,400674
608662,400982
610205,400781
611744,400902
613283,401141
614826,400865
616369,401191
617915,401039
619449,400641
620992,400571
622543,400790
624075,400725
625612,400476
627160,400055
628694,400231
630243,400640
631776,400967
633321,400640
634873,400768
636413,400912
637953,400904
639484,400596
641024,400980
642573,401191
644110,401207
645650,400946
647188,401065
648732,401024
650275,400899
651817,400953
653353,401273
654906,401417
656439,401162
657982,401142
659517,400771
661065,401033
662603,400588
664149,400218
665683,400440
667234,400776
668768,401021
670309,400994
671849,400559
673391,400357
674933,400480
676474,400691
678018,400615
679563,401083
681095,401118
682641,400755
684175,400766
685719,400879
687261,400940
688804,400906
690342,400669
691890,400436
693426,400664
694970,400686
696505,400744
698052,400832
699591,400191
701130,400364
702672,400147
704214,400463
705757,400793
707296,400879
708834,400982
710380,401285
711926,401191
713467,400783
715004,400800
716544,400789
718085,400997
719628,401270
721166,401390
722709,401440
724248,400979
725793,400817
727327,400626
728877,400461
730409,400849
731963,400768
733495,400631
735036,400941
736574,400952
738122,400658
739655,400598
741204,400972
742738,401077
744283,400901
745820,400729
747367,400658
748906,400517
750446,400818
751989,400630
753532,400662
755073,400585
756622,400541
758151,400550
759694,400735
761233,401082
762778,400712
764314,400487
765860,400297
767398,400345
768949,400294
770479,400047
772026,400258
773567,400551
775109,400505
776646,400498
778190,400504
779724,400883
781271,401172
782809,401040
784353,401202
785897,401002
787437,400990
788978,400933
790517,400841
792053,400824
793601,400978
795142,401279
796685,400943
798217,400481
799764,400428
801305,400398
802847,400856
804388,400819
805934,400664
807465,400788
809017,400767
810551,400775
812092,400941
813629,400771
815175,400922
816710,400764
818255,400653
819794,400695
821337,400389
822881,400107
824420,400220
825960,400440
827500,400315
829045,400548
830586,400682
832120,400509
833669,400437
835205,400664
836750,400800
838286,400908
839830,400982
841372,401351
842914,401038
844448,400971
845994,401327
847535,401802
849085,401212
850616,401127
852161,401077
853702,400961
855243,401100
856779,401031
858330,400496
859863,400367
861404,400418
862952,400264
864490,400370
866027,400828
867570,400717
869107,400456
870652,400623
872190,400704
873737,400829
875271,401125
876822,401412
878355,401188
879907,400994
881437,400649
882987,400317
884517,400596
886066,400671
887599,400775
889144,400902
890687,400809
892230,400545
893765,400307
