time_us,cs1238_raw
160,599963
786,600266
2330,600167
3871,599563
5418,599521
6947,599828
8500,600331
10037,600276
11589,600054
13121,599589
14662,599500
16198,600010
17744,600731
19282,600553
20828,600139
22370,600404
23912,600795
25449,600686
26996,600492
28533,600428
30087,600817
31617,601176
33163,601568
34696,601853
36240,602138
37775,601980
39324,601929
40862,601937
42407,602312
43939,602827
45490,603004
47034,602894
48570,603128
50112,602927
51651,602831
53195,602350
54738,601471
56278,600226
57816,598945
59357,598339
60902,597833
62442,597881
63988,597433
65526,597426
67078,597604
68607,597756
70150,598188
71689,598303
73232,598921
74772,599392
76313,599798
77853,600804
79396,601812
80937,602456
82488,602331
84022,602408
85559,602415
87101,602619
88649,602868
90184,602063
91724,601561
93267,601380
94809,601673
96352,601378
97892,600935
99433,600862
100983,600989
102519,600820
104068,600739
105598,600841
107144,601033
108677,601315
110227,601317
111759,601370
113309,601911
114847,602727
116387,602445
117925,602069
119472,601914
121012,601809
122554,601434
124091,601196
125639,601121
127173,600623
128722,599858
130260,599713
131802,599750
133344,599311
134893,599255
136422,598944
137966,598856
139509,599102
141056,599104
142590,599216
144140,599448
145675,600062
147216,600325
148755,600731
150300,601300
151841,601318
153382,601420
154917,601765
156466,601779
158009,601276
159551,601595
161092,602051
162626,601859
164171,601702
165712,601682
167250,601379
168793,601255
170336,601191
171880,600750
173415,600466
174959,600413
176500,600326
178049,600386
179584,600642
181129,600721
182662,600730
184207,601136
185746,600965
187294,601197
188827,601291
190370,601191
191910,601370
193457,601552
195000,601411
196538,601365
198078,601335
199622,600927
201161,600441
202707,600034
204244,600262
205784,600151
207326,600229
208869,600176
210405,599650
211947,599621
213489,599718
215037,599817
216574,600015
218115,600144
219657,600239
221203,600477
222739,600652
224281,600383
225828,600647
227368,601604
228901,601654
230447,601579
231993,601712
233534,601546
235073,601763
236617,601565
238153,601515
239698,601597
241235,601501
242778,601316
244317,601081
245860,600947
247406,600764
248944,600709
250483,600304
252031,600252
253563,600686
255110,600594
256649,600686
258192,600671
259728,600217
261272,600525
262812,601030
264353,600799
265895,600694
267440,600929
268987,600911
270517,601087
272064,600870
273604,600617
275143,600442
276688,600413
278226,600212
279772,599817
281308,600118
282854,600313
284392,599957
285939,600112
287479,600649
289023,600818
290557,600967
292103,600577
293639,600803
295188,600916
296723,601186
298263,601280
299809,601155
301351,601246
302885,600945
304433,600745
305970,600526
307513,600457
309058,600125
310596,600119
312138,599843
313687,599468
315220,599490
316762,599865
318302,599861
319847,600219
321384,599971
322924,600217
324468,601051
326017,601522
327550,601770
329096,602381
330630,602808
332180,603134
333714,603029
335258,602638
336800,602561
338342,602600
339882,602520
341426,602070
342966,600965
344511,600458
346053,600322
347590,600129
349131,599792
350674,599279
352215,599472
353763,599891
355292,600058
356834,600097
358379,600339
359924,600525
361461,600699
363008,600623
364547,600848
366093,601171
367627,601160
369172,600982
370710,601110
372252,600908
373791,600715
375341,600604
376881,600256
378424,600507
379962,600432
381501,600147
383045,600010
384587,600084
386124,600345
387666,600647
389202,601101
390750,601348
392294,601772
393837,602181
395377,602212
396915,602394
398454,602440
400001,602282
401538,602619
403087,602402
404621,602065
406166,602249
407701,601637
409246,601138
410784,600903
412328,600611
413873,600385
415411,599979
416950,599308
418500,599225
420042,598821
421576,598845
423114,599100
424663,599059
426198,599626
427742,600166
429279,600073
430827,600179
432366,600128
433904,600615
435448,601164
436999,601362
438539,601333
440077,601599
441610,601560
443165,601141
444693,601423
446230,601272
447781,600706
449322,600877
450860,600899
452405,600649
453942,600722
455488,601179
457029,601355
458572,601120
460108,600769
461655,601362
463194,601905
464738,601716
466275,601846
467820,602194
469358,601876
470904,601632
472438,601707
473992,601293
475522,601016
477069,600926
478604,600528
480155,600243
481686,600176
483230,599919
484771,599991
486316,600050
487851,599922
489397,600057
490935,599918
492482,600298
494027,600002
495563,600273
497101,600587
498648,600364
500182,600505
501729,600820
503264,600526
504812,600667
506351,600652
507891,600733
509436,600571
510986,601011
512519,601555
514065,601927
515598,601810
517143,601345
518681,601358
520224,601434
521766,601468
523311,601562
524848,601815
526387,601865
527929,601733
529474,601196
531014,601475
532556,601473
534101,600922
535637,600877
537176,600897
538725,600790
540257,600803
541804,600477
543339,600107
544887,600160
546429,600129
547968,600466
549509,600437
